protein_id	source	ncbi_taxid	genus	species	strain_or_gene	assembly	description	source_accession
Obelisk_001269_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001269_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=hypersaline lake metagenome | notes=.	SRR3097675
Obelisk_001269_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001269_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=hypersaline lake metagenome | notes=.	SRR3097677
Obelisk_001269_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001269_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=hypersaline lake metagenome | notes=.	SRR3097679
Obelisk_001269_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_001269_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=hypersaline lake metagenome | notes=.	SRR3097680
Obelisk_001270_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001270_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR8416059
Obelisk_001270_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001270_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR8416068
Obelisk_001270_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001270_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR8416074
Obelisk_001271_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001271_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=biogas fermenter metagenome | notes=.	ERR843255
Obelisk_001271_000002_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001271_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214778
Obelisk_001271_000002_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001271_000002_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214848
Obelisk_001271_000002_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001271_000002_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214849
Obelisk_001271_000002_000004_1	OBELISK	32644	NA	NA	.	Obelisk_001271_000002_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214853
Obelisk_001271_000002_000005_1	OBELISK	32644	NA	NA	.	Obelisk_001271_000002_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214916
Obelisk_001271_000002_000006_1	OBELISK	32644	NA	NA	.	Obelisk_001271_000002_000006	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214934
Obelisk_001271_000003_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001271_000003_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR2672712
Obelisk_001271_000003_000001_2	OBELISK	32644	NA	NA	.	Obelisk_001271_000003_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR2672712
Obelisk_001272_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001272_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=compost metagenome | notes=.	SRR12264492
Obelisk_001273_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001273_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR5868316
Obelisk_001274_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001274_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=anaerobic digester metagenome | notes=.	SRR5947149
Obelisk_001274_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001274_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=anaerobic digester metagenome | notes=.	SRR5947150
Obelisk_001274_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001274_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=anaerobic digester metagenome | notes=.	SRR5947152
Obelisk_001274_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_001274_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=anaerobic digester metagenome | notes=.	SRR5947155
Obelisk_001275_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001275_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Bos taurus | notes=.	ERR2122313
Obelisk_001275_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001275_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Bos taurus | notes=.	ERR2122316
Obelisk_001275_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001275_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Bos taurus | notes=.	ERR2122314
Obelisk_001276_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001276_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR5805523
Obelisk_001276_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001276_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR5805528
Obelisk_001276_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001276_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR5805534
Obelisk_001276_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_001276_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR5805537
Obelisk_001277_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001277_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214922
Obelisk_001277_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001277_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214931
Obelisk_001277_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001277_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214936
Obelisk_001278_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425342
Obelisk_001278_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425348
Obelisk_001278_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425349
Obelisk_001278_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425350
Obelisk_001278_000001_000005_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425351
Obelisk_001278_000001_000006_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000006	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425352
Obelisk_001278_000001_000007_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000007	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425353
Obelisk_001278_000001_000008_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000008	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425354
Obelisk_001278_000001_000009_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000009	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425355
Obelisk_001278_000001_000010_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000010	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425356
Obelisk_001278_000001_000011_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000011	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425357
Obelisk_001278_000001_000012_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000012	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425358
Obelisk_001278_000001_000013_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000013	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425359
Obelisk_001278_000001_000014_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000014	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425385
Obelisk_001278_000001_000015_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000015	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425386
Obelisk_001278_000001_000016_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000016	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425391
Obelisk_001278_000001_000017_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000017	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425392
Obelisk_001278_000001_000018_1	OBELISK	32644	NA	NA	.	Obelisk_001278_000001_000018	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Macaca mulatta | notes=.	SRR6425395
Obelisk_001279_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001279_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR7158639
Obelisk_001280_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001280_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR10972811
Obelisk_001281_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001281_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR7158629
Obelisk_001281_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001281_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR7158631
Obelisk_001281_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001281_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR7158638
Obelisk_001281_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_001281_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR7158634
Obelisk_001282_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001282_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR2672710
Obelisk_001282_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001282_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214911
Obelisk_001282_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001282_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214936
Obelisk_001282_000002_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001282_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=biogas fermenter metagenome | notes=.	ERR843255
Obelisk_001282_000002_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001282_000002_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=biogas fermenter metagenome | notes=.	SRR5185736
Obelisk_001283_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001283_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=marine sediment metagenome | notes=.	SRR11241196
Obelisk_001283_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001283_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=freshwater sediment metagenome | notes=.	SRR11005196
Obelisk_001283_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001283_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sediment metagenome | notes=.	SRR7286070
Obelisk_001284_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001284_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=soil metagenome | notes=.	SRR11679817
Obelisk_001284_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001284_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=soil metagenome | notes=.	SRR4021770
Obelisk_001285_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001285_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR2125760
Obelisk_001285_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001285_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=soil metagenome | notes=.	SRR7550490
Obelisk_001285_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001285_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=soil metagenome | notes=.	SRR7550489
Obelisk_001285_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_001285_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8857870
Obelisk_001285_000001_000005_1	OBELISK	32644	NA	NA	.	Obelisk_001285_000001_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8857871
Obelisk_001286_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001286_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214934
Obelisk_001286_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001286_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214911
Obelisk_001286_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001286_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214916
Obelisk_001286_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_001286_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214922
Obelisk_001286_000001_000005_1	OBELISK	32644	NA	NA	.	Obelisk_001286_000001_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214931
Obelisk_001287_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001287_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR7634034
Obelisk_001287_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001287_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035365
Obelisk_001288_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001288_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	ERR2088990
Obelisk_001288_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001288_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	ERR2088993
Obelisk_001288_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001288_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR2815259
Obelisk_001289_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5467090
Obelisk_001289_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5467091
Obelisk_001289_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840711
Obelisk_001289_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840714
Obelisk_001289_000001_000005_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840721
Obelisk_001289_000001_000006_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000006	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840722
Obelisk_001289_000001_000007_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000007	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840723
Obelisk_001289_000001_000008_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000008	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840725
Obelisk_001289_000001_000009_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000009	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840727
Obelisk_001289_000001_000010_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000010	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840728
Obelisk_001289_000001_000011_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000011	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840779
Obelisk_001289_000001_000012_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000012	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840780
Obelisk_001289_000001_000013_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000013	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840781
Obelisk_001289_000001_000014_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000014	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840796
Obelisk_001289_000001_000015_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000015	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840799
Obelisk_001289_000001_000016_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000001_000016	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=wastewater metagenome | notes=.	SRR8840828
Obelisk_001289_000002_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR1352904
Obelisk_001289_000002_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000002_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR1352908
Obelisk_001289_000002_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000002_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR1352912
Obelisk_001289_000002_000004_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000002_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR1352932
Obelisk_001289_000002_000005_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000002_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR1356703
Obelisk_001289_000002_000006_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000002_000006	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR1356729
Obelisk_001289_000002_000007_1	OBELISK	32644	NA	NA	.	Obelisk_001289_000002_000007	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR1356751
Obelisk_001290_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001290_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214772
Obelisk_001290_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_001290_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214916
Obelisk_001290_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_001290_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214936
Obelisk_001290_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_001290_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214922
Obelisk_001290_000002_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001290_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bioreactor metagenome | notes=.	SRR6214911
Obelisk_001291_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_001291_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR6960800
