protein_id	source	ncbi_taxid	genus	species	description
T_tenax_NG.00g011850		43075	Trichomonas	tenax	cation efflux family protein 
T_tenax_NG.00g028060		43075	Trichomonas	tenax	cation efflux family protein 
T_tenax_NG.00g041750		43075	Trichomonas	tenax	cation efflux family protein 
T_tenax_NG.00g006290		43075	Trichomonas	tenax	cation efflux family protein 
T_tenax_NG.00g108710		43075	Trichomonas	tenax	CB1 cannabinoid receptor-interacting protein 1
T_tenax_NG.00g099060		43075	Trichomonas	tenax	CB1 cannabinoid receptor-interacting protein 1
T_tenax_NG.00g099050		43075	Trichomonas	tenax	CB1 cannabinoid receptor-interacting protein 1
T_tenax_NG.00g057210		43075	Trichomonas	tenax	CB1 cannabinoid receptor-interacting protein 1
T_tenax_NG.00g019180		43075	Trichomonas	tenax	CBF domain-containing protein
T_tenax_NG.00g130990		43075	Trichomonas	tenax	CBF domain-containing protein
T_tenax_NG.00g056390		43075	Trichomonas	tenax	CBF domain-containing protein
T_tenax_NG.00g024910		43075	Trichomonas	tenax	CBF domain-containing protein
T_tenax_NG.00g012700		43075	Trichomonas	tenax	CBF domain-containing protein
T_tenax_NG.00g132690		43075	Trichomonas	tenax	CCDC92 domain-containing protein
T_tenax_NG.00g068260		43075	Trichomonas	tenax	CCDC92 domain-containing protein
T_tenax_NG.00g009990		43075	Trichomonas	tenax	CCHC-type domain-containing protein
T_tenax_NG.00g068640		43075	Trichomonas	tenax	CCHC-type domain-containing protein
T_tenax_NG.00g189500		43075	Trichomonas	tenax	CCHC-type domain-containing protein
T_tenax_NG.00g024960		43075	Trichomonas	tenax	CCHC-type domain-containing protein
T_tenax_NG.00g114120		43075	Trichomonas	tenax	CCHC-type domain-containing protein
T_tenax_NG.00g048040		43075	Trichomonas	tenax	CCHC-type domain-containing protein
T_tenax_NG.00g118120		43075	Trichomonas	tenax	CCHC-type domain-containing protein
T_tenax_NG.00g127830		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 1
T_tenax_NG.00g134640		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 1
T_tenax_NG.00g089720		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 1
T_tenax_NG.00g119790		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 1
T_tenax_NG.00g170400		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 1
T_tenax_NG.00g013720		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 10
T_tenax_NG.00g069510		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 10
T_tenax_NG.00g138590		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 11
T_tenax_NG.00g047980		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 11
T_tenax_NG.00g063600		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 11
T_tenax_NG.00g120980		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 11
T_tenax_NG.00g016120		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 11
T_tenax_NG.00g080890		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 11
T_tenax_NG.00g168130		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 11
T_tenax_NG.00g079110		43075	Trichomonas	tenax	CCR4-NOT transcription complex subunit 11
T_tenax_NG.00g100020		43075	Trichomonas	tenax	CD8+ T cell antigen
T_tenax_NG.00g002910		43075	Trichomonas	tenax	Cdc42 homolog 
T_tenax_NG.00g031640		43075	Trichomonas	tenax	Cdc42 homolog 
T_tenax_NG.00g087210		43075	Trichomonas	tenax	CDP-alcohol phosphatidyltransferase family protein 
T_tenax_NG.00g047850		43075	Trichomonas	tenax	CDP-alcohol phosphatidyltransferase family protein 
T_tenax_NG.00g172570		43075	Trichomonas	tenax	CDP-alcohol phosphatidyltransferase family protein 
T_tenax_NG.00g061410		43075	Trichomonas	tenax	CDP-alcohol phosphatidyltransferase family protein 
T_tenax_NG.00g004390		43075	Trichomonas	tenax	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase protein 
T_tenax_NG.00g160150		43075	Trichomonas	tenax	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase protein 
T_tenax_NG.00g058580		43075	Trichomonas	tenax	cec-1 
T_tenax_NG.00g043440		43075	Trichomonas	tenax	Cell cycle control protein
T_tenax_NG.00g027020		43075	Trichomonas	tenax	Cell cycle control protein 
T_tenax_NG.00g179130		43075	Trichomonas	tenax	cell cycle control protein 
T_tenax_NG.00g104040		43075	Trichomonas	tenax	cell cycle control protein 
T_tenax_NG.00g067370		43075	Trichomonas	tenax	Cell cycle control protein 
T_tenax_NG.00g158810		43075	Trichomonas	tenax	Cell cycle control protein 
T_tenax_NG.00g053770		43075	Trichomonas	tenax	Cell cycle control protein 
T_tenax_NG.00g149860		43075	Trichomonas	tenax	Cell cycle control protein 50A
T_tenax_NG.00g123870		43075	Trichomonas	tenax	Cell cycle control protein 50A
T_tenax_NG.00g080140		43075	Trichomonas	tenax	Cell differentiation family, Rcd1-like containing protein 
T_tenax_NG.00g022610		43075	Trichomonas	tenax	Cell differentiation family, Rcd1-like containing protein 
T_tenax_NG.00g173480		43075	Trichomonas	tenax	Cell differentiation family, Rcd1-like containing protein 
T_tenax_NG.00g131620		43075	Trichomonas	tenax	Cell division control protein
T_tenax_NG.00g022590		43075	Trichomonas	tenax	cell division protein 
T_tenax_NG.00g139850		43075	Trichomonas	tenax	cell surface protein 
T_tenax_NG.00g034080		43075	Trichomonas	tenax	cell surface protein 
T_tenax_NG.00g123000		43075	Trichomonas	tenax	cell surface protein 
T_tenax_NG.00g144300		43075	Trichomonas	tenax	cell surface protein 
T_tenax_NG.00g071940		43075	Trichomonas	tenax	cell surface protein 
T_tenax_NG.00g183250		43075	Trichomonas	tenax	Cell surface protein (Fragment)
T_tenax_NG.00g129080		43075	Trichomonas	tenax	cell wall surface anchor family protein 
T_tenax_NG.00g132430		43075	Trichomonas	tenax	cellulosomal scaffoldin anchoring protein C 
T_tenax_NG.00g053600		43075	Trichomonas	tenax	CENP-H domain-containing protein
T_tenax_NG.00g073760		43075	Trichomonas	tenax	CENP-V/GFA domain-containing protein
T_tenax_NG.00g025530		43075	Trichomonas	tenax	centrin 
T_tenax_NG.00g121080		43075	Trichomonas	tenax	centrin 
T_tenax_NG.00g164470		43075	Trichomonas	tenax	centrin 
T_tenax_NG.00g190030		43075	Trichomonas	tenax	centrin 
T_tenax_NG.00g165850		43075	Trichomonas	tenax	centrin 
T_tenax_NG.00g150270		43075	Trichomonas	tenax	centrin 
T_tenax_NG.00g125070		43075	Trichomonas	tenax	centrin 
T_tenax_NG.00g043280		43075	Trichomonas	tenax	Centromere protein J
T_tenax_NG.00g090320		43075	Trichomonas	tenax	Centromere protein K
T_tenax_NG.00g130910		43075	Trichomonas	tenax	Centromere protein K
T_tenax_NG.00g087580		43075	Trichomonas	tenax	Centromere protein M
T_tenax_NG.00g004870		43075	Trichomonas	tenax	Centrosomal protein of 135 kDa
T_tenax_NG.00g159730		43075	Trichomonas	tenax	Centrosomal protein of 135 kDa
T_tenax_NG.00g130150		43075	Trichomonas	tenax	Centrosomal protein of 162 kDa
T_tenax_NG.00g100180		43075	Trichomonas	tenax	Centrosomal protein of 162 kDa
T_tenax_NG.00g073390		43075	Trichomonas	tenax	Centrosomal protein of 162 kDa
T_tenax_NG.00g103170		43075	Trichomonas	tenax	Centrosomal protein of 162 kDa
T_tenax_NG.00g035010		43075	Trichomonas	tenax	Centrosomal protein of 162 kDa
T_tenax_NG.00g074060		43075	Trichomonas	tenax	Centrosomal protein of 162 kDa
T_tenax_NG.00g111200		43075	Trichomonas	tenax	Centrosomal protein of 162 kDa
T_tenax_NG.00g114230		43075	Trichomonas	tenax	Centrosomal protein of 162 kDa
T_tenax_NG.00g138920		43075	Trichomonas	tenax	Centrosomal protein of 162 kDa
T_tenax_NG.00g059670		43075	Trichomonas	tenax	Centrosomal protein of 162 kDa
T_tenax_NG.00g013150		43075	Trichomonas	tenax	Centrosomal protein of 162 kDa
T_tenax_NG.00g066620		43075	Trichomonas	tenax	Centrosomal protein of 162 kDa
T_tenax_NG.00g099760		43075	Trichomonas	tenax	Centrosomal protein of 19 kDa
T_tenax_NG.00g094610		43075	Trichomonas	tenax	Centrosomal protein of 290 kDa
T_tenax_NG.00g146100		43075	Trichomonas	tenax	Centrosomal protein of 290 kDa
T_tenax_NG.00g058100		43075	Trichomonas	tenax	Centrosomal protein of 70 kDa
T_tenax_NG.00g017000		43075	Trichomonas	tenax	Centrosomal protein POC5
T_tenax_NG.00g036840		43075	Trichomonas	tenax	Centrosomal protein POC5
T_tenax_NG.00g117400		43075	Trichomonas	tenax	Centrosomal protein POC5
T_tenax_NG.00g007420		43075	Trichomonas	tenax	CEP76-C2 domain-containing protein
T_tenax_NG.00g135780		43075	Trichomonas	tenax	CFAP91 domain-containing protein
T_tenax_NG.00g162070		43075	Trichomonas	tenax	Chain A, Methionine Gamma-Lyase 
T_tenax_NG.00g103790		43075	Trichomonas	tenax	channel protein, hemolysin III family protein 
T_tenax_NG.00g072390		43075	Trichomonas	tenax	chaperonin 
T_tenax_NG.00g172100		43075	Trichomonas	tenax	chaperonin 
T_tenax_NG.00g189260		43075	Trichomonas	tenax	chaperonin 
T_tenax_NG.00g085200		43075	Trichomonas	tenax	chaperonin 
T_tenax_NG.00g161460		43075	Trichomonas	tenax	chaperonin 60 
T_tenax_NG.00g008320		43075	Trichomonas	tenax	chaperonin 60 
T_tenax_NG.00g006940		43075	Trichomonas	tenax	chaperonin subunit alpha1 CCTalpha 
T_tenax_NG.00g008510		43075	Trichomonas	tenax	chaperonin subunit alpha1 CCTalpha 
T_tenax_NG.00g178580		43075	Trichomonas	tenax	chaperonin subunit delta CCTdelta 
T_tenax_NG.00g015900		43075	Trichomonas	tenax	chaperonin subunit eta CCTeta 
T_tenax_NG.00g140860		43075	Trichomonas	tenax	chaperonin subunit eta CCTeta 
T_tenax_NG.00g162650		43075	Trichomonas	tenax	chaperonin subunit gamma CCTgamma 
T_tenax_NG.00g185200		43075	Trichomonas	tenax	chaperonin subunit gamma CCTgamma 
T_tenax_NG.00g074380		43075	Trichomonas	tenax	chaperonin subunit zeta CCTzeta 
T_tenax_NG.00g135610		43075	Trichomonas	tenax	chaperonin subunit zeta CCTzeta 
T_tenax_NG.00g091490		43075	Trichomonas	tenax	chaperonin, 10 kDa family protein 
T_tenax_00g027610		43075	Trichomonas	tenax	chaperonin, 10 kDa family protein Co-chaperonin GroES
T_tenax_NG.00g133610		43075	Trichomonas	tenax	Charged multivesicular body protein 4b
T_tenax_NG.00g148390		43075	Trichomonas	tenax	Charged multivesicular body protein 7
T_tenax_NG.00g053650		43075	Trichomonas	tenax	CHAT domain-containing protein
T_tenax_NG.00g002100		43075	Trichomonas	tenax	CHAT domain-containing protein
T_tenax_NG.00g109680		43075	Trichomonas	tenax	CHAT domain-containing protein
T_tenax_NG.00g031370		43075	Trichomonas	tenax	CHAT domain-containing protein
T_tenax_NG.00g006560		43075	Trichomonas	tenax	CHAT domain-containing protein
T_tenax_NG.00g098670		43075	Trichomonas	tenax	CHAT domain-containing protein
T_tenax_NG.00g032110		43075	Trichomonas	tenax	Chitin synthase export chaperone
T_tenax_NG.00g130440		43075	Trichomonas	tenax	Chitin synthase export chaperone
T_tenax_NG.00g145950		43075	Trichomonas	tenax	Chitinase
T_tenax_NG.00g110260		43075	Trichomonas	tenax	chitinase 
T_tenax_NG.00g073240		43075	Trichomonas	tenax	Chloride channel CLIC-like protein 1
T_tenax_NG.00g083090		43075	Trichomonas	tenax	chloroplastic iron superoxide dismutase 
T_tenax_NG.00g117850		43075	Trichomonas	tenax	choline binding protein 
T_tenax_NG.00g026720		43075	Trichomonas	tenax	Choline transporter-like protein
T_tenax_NG.00g063920		43075	Trichomonas	tenax	Choline transporter-like protein
T_tenax_NG.00g012220		43075	Trichomonas	tenax	Choline transporter-like protein
T_tenax_NG.00g005850		43075	Trichomonas	tenax	Choline transporter-like protein
T_tenax_NG.00g082480		43075	Trichomonas	tenax	Choline transporter-like protein
T_tenax_NG.00g137990		43075	Trichomonas	tenax	Choline transporter-like protein
T_tenax_NG.00g018590		43075	Trichomonas	tenax	Choline/ethanolamine kinase family protein 
T_tenax_NG.00g061920		43075	Trichomonas	tenax	choriogenin 
T_tenax_NG.00g038020		43075	Trichomonas	tenax	choriogenin 
T_tenax_NG.00g054320		43075	Trichomonas	tenax	Chromatin-remodeling ATPase INO80
T_tenax_NG.00g149050		43075	Trichomonas	tenax	Chromo domain-containing protein
T_tenax_NG.00g124480		43075	Trichomonas	tenax	Chromo domain-containing protein
T_tenax_NG.00g106970		43075	Trichomonas	tenax	Chromo domain-containing protein
T_tenax_NG.00g008440		43075	Trichomonas	tenax	Chromo domain-containing protein
T_tenax_NG.00g159550		43075	Trichomonas	tenax	Chromo domain-containing protein
T_tenax_NG.00g011790		43075	Trichomonas	tenax	Chromo domain-containing protein
T_tenax_NG.00g037220		43075	Trichomonas	tenax	Chromo domain-containing protein
T_tenax_NG.00g047570		43075	Trichomonas	tenax	Chromo domain-containing protein
T_tenax_NG.00g143950		43075	Trichomonas	tenax	Chromo domain-containing protein
T_tenax_NG.00g102370		43075	Trichomonas	tenax	Chromo domain-containing protein
T_tenax_NG.00g113510		43075	Trichomonas	tenax	Chromo domain-containing protein
T_tenax_NG.00g183150		43075	Trichomonas	tenax	Chromo domain-containing protein
T_tenax_NG.00g008580		43075	Trichomonas	tenax	ChSh domain-containing protein
T_tenax_NG.00g178650		43075	Trichomonas	tenax	ChSh domain-containing protein
T_tenax_NG.00g082230		43075	Trichomonas	tenax	CID domain-containing protein
T_tenax_NG.00g167500		43075	Trichomonas	tenax	CID domain-containing protein
T_tenax_NG.00g037210		43075	Trichomonas	tenax	CID domain-containing protein
T_tenax_NG.00g118630		43075	Trichomonas	tenax	Cilia and flagella associated protein 298
T_tenax_NG.00g004980		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 126
T_tenax_NG.00g037950		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 126
T_tenax_NG.00g185990		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 157
T_tenax_NG.00g166200		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 157
T_tenax_NG.00g126790		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 157
T_tenax_NG.00g050960		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 157
T_tenax_NG.00g018820		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 157
T_tenax_NG.00g069890		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 157
T_tenax_NG.00g127890		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 157
T_tenax_NG.00g012130		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 157
T_tenax_NG.00g181630		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 157
T_tenax_NG.00g167400		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 157
T_tenax_NG.00g022050		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 157
T_tenax_NG.00g161050		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 157
T_tenax_NG.00g016270		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 206
T_tenax_NG.00g021650		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 299
T_tenax_NG.00g070020		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 299
T_tenax_NG.00g180730		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 36
T_tenax_NG.00g131190		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 36
T_tenax_NG.00g167600		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 36
T_tenax_NG.00g127200		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 36
T_tenax_NG.00g043860		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 36
T_tenax_NG.00g119540		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 418
T_tenax_NG.00g132450		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 418
T_tenax_NG.00g023670		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 43
T_tenax_NG.00g172950		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 43
T_tenax_NG.00g147330		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 43
T_tenax_NG.00g052170		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 43
T_tenax_NG.00g005320		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 43
T_tenax_NG.00g087000		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 43
T_tenax_NG.00g109410		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 43
T_tenax_NG.00g078150		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 43
T_tenax_NG.00g022550		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 43
T_tenax_NG.00g067410		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 44
T_tenax_NG.00g125470		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 45
T_tenax_NG.00g154420		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 45
T_tenax_NG.00g183350		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 47
T_tenax_NG.00g137870		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 52
T_tenax_NG.00g117770		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 52
T_tenax_NG.00g131880		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 53
T_tenax_NG.00g028920		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 53
T_tenax_NG.00g084030		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 58
T_tenax_NG.00g090870		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 58-like
T_tenax_NG.00g055020		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 77
T_tenax_NG.00g106440		43075	Trichomonas	tenax	Cilia- and flagella-associated protein 91
T_tenax_NG.00g086700		43075	Trichomonas	tenax	Cilia-and flagella-associated protein 45
T_tenax_NG.00g168520		43075	Trichomonas	tenax	Cilia-and flagella-associated protein 58
T_tenax_NG.00g148640		43075	Trichomonas	tenax	Cilia-and flagella-associated protein 58
T_tenax_NG.00g045590		43075	Trichomonas	tenax	Ciliary associated calcium binding coiled-coil 1
T_tenax_NG.00g030630		43075	Trichomonas	tenax	circumsporozoite protein 
T_tenax_NG.00g189760		43075	Trichomonas	tenax	cisplatin 
T_tenax_NG.00g107680		43075	Trichomonas	tenax	citrate lyase beta like 
T_tenax_00g154490		43075	Trichomonas	tenax	CK1 family protein kinase
T_tenax_00g163070		43075	Trichomonas	tenax	CK1 family protein kinase
T_tenax_NG.00g007750		43075	Trichomonas	tenax	CK1 family protein kinase 
T_tenax_NG.00g005260		43075	Trichomonas	tenax	CK1 family protein kinase 
T_tenax_NG.00g018330		43075	Trichomonas	tenax	CK1 family protein kinase 
T_tenax_NG.00g009020		43075	Trichomonas	tenax	CK1 family protein kinase 
T_tenax_NG.00g186800		43075	Trichomonas	tenax	CK1 family protein kinase 
T_tenax_NG.00g070250		43075	Trichomonas	tenax	CK1 family protein kinase 
T_tenax_NG.00g083800		43075	Trichomonas	tenax	CK1 family protein kinase 
T_tenax_NG.00g151150		43075	Trichomonas	tenax	CK1 family protein kinase 
T_tenax_NG.00g151130		43075	Trichomonas	tenax	CK1 family protein kinase 
T_tenax_NG.00g127650		43075	Trichomonas	tenax	CK1 family protein kinase 
T_tenax_NG.00g038810		43075	Trichomonas	tenax	CK1 family protein kinase 
T_tenax_NG.00g128960		43075	Trichomonas	tenax	CK1 family protein kinase 
